hospital_id,treatment_id,estimated_cost
5642,102,24000
5642,107,110000
5642,113,15000
5642,114,1300
5643,102,28800
5643,107,132000
5643,113,18000
5643,114,1560
5644,102,24000
5644,107,110000
5644,113,15000
5644,114,1300
5645,102,28800
5645,107,132000
5645,113,18000
5645,114,1560
5646,102,24000
5646,107,110000
5646,113,15000
5646,114,1300
5647,102,24000
5647,107,110000
5647,113,15000
5647,114,1300
5648,102,28800
5648,107,132000
5648,113,18000
5648,114,1560
5649,102,38400
5649,107,176000
5649,113,24000
5649,114,2080
5650,102,28800
5650,107,132000
5650,113,18000
5650,114,1560
5651,102,28800
5651,107,132000
5651,113,18000
5651,114,1560
5652,102,24000
5652,107,110000
5652,113,15000
5652,114,1300
5653,102,24000
5653,107,110000
5653,113,15000
5653,114,1300
5654,102,24000
5654,107,110000
5654,113,15000
5654,114,1300
5655,102,24000
5655,107,110000
5655,113,15000
5655,114,1300
5656,102,28800
5656,107,132000
5656,113,18000
5656,114,1560
5657,102,28800
5657,107,132000
5657,113,18000
5657,114,1560
5658,102,24000
5658,107,110000
5658,113,15000
5658,114,1300
5659,102,24000
5659,107,110000
5659,113,15000
5659,114,1300
5660,102,28800
5660,107,132000
5660,113,18000
5660,114,1560
5661,102,28800
5661,107,132000
5661,113,18000
5661,114,1560
5662,102,28800
5662,107,132000
5662,113,18000
5662,114,1560
5663,102,28800
5663,107,132000
5663,113,18000
5663,114,1560
5664,102,24000
5664,107,110000
5664,113,15000
5664,114,1300
5665,102,24000
5665,107,110000
5665,113,15000
5665,114,1300
5666,102,24000
5666,107,110000
5666,113,15000
5666,114,1300
5667,102,38400
5667,107,176000
5667,113,24000
5667,114,2080
5668,102,24000
5668,107,110000
5668,113,15000
5668,114,1300
5669,102,28800
5669,107,132000
5669,113,18000
5669,114,1560
5670,102,28800
5670,107,132000
5670,113,18000
5670,114,1560
5671,102,24000
5671,107,110000
5671,113,15000
5671,114,1300
5672,102,28800
5672,107,132000
5672,113,18000
5672,114,1560
5673,102,28800
5673,107,132000
5673,113,18000
5673,114,1560
5674,102,28800
5674,107,132000
5674,113,18000
5674,114,1560
5675,102,38400
5675,107,176000
5675,113,24000
5675,114,2080
5676,102,28800
5676,107,132000
5676,113,18000
5676,114,1560
5677,102,28800
5677,107,132000
5677,113,18000
5677,114,1560
5678,102,24000
5678,107,110000
5678,113,15000
5678,114,1300
5679,102,28800
5679,107,132000
5679,113,18000
5679,114,1560
5680,102,28800
5680,107,132000
5680,113,18000
5680,114,1560
5681,102,24000
5681,107,110000
5681,113,15000
5681,114,1300
5682,102,24000
5682,107,110000
5682,113,15000
5682,114,1300
5683,102,28800
5683,107,132000
5683,113,18000
5683,114,1560
5684,102,24000
5684,107,110000
5684,113,15000
5684,114,1300
5685,102,28800
5685,107,132000
5685,113,18000
5685,114,1560
5686,102,24000
5686,107,110000
5686,113,15000
5686,114,1300
5687,102,28800
5687,107,132000
5687,113,18000
5687,114,1560
5688,102,28800
5688,107,132000
5688,113,18000
5688,114,1560
5689,102,28800
5689,107,132000
5689,113,18000
5689,114,1560
5690,102,24000
5690,107,110000
5690,113,15000
5690,114,1300
5691,102,24000
5691,107,110000
5691,113,15000
5691,114,1300
5692,102,28800
5692,107,132000
5692,113,18000
5692,114,1560
5693,102,28800
5693,107,132000
5693,113,18000
5693,114,1560
5694,102,24000
5694,107,110000
5694,113,15000
5694,114,1300
5695,102,28800
5695,107,132000
5695,113,18000
5695,114,1560
5696,102,28800
5696,107,132000
5696,113,18000
5696,114,1560
5697,102,24000
5697,107,110000
5697,113,15000
5697,114,1300
5698,102,28800
5698,107,132000
5698,113,18000
5698,114,1560
5699,102,28800
5699,107,132000
5699,113,18000
5699,114,1560
5700,102,28800
5700,107,132000
5700,113,18000
5700,114,1560
5701,102,24000
5701,107,110000
5701,113,15000
5701,114,1300
5702,102,28800
5702,107,132000
5702,113,18000
5702,114,1560
5703,102,28800
5703,107,132000
5703,113,18000
5703,114,1560
5704,102,24000
5704,107,110000
5704,113,15000
5704,114,1300
5705,102,28800
5705,107,132000
5705,113,18000
5705,114,1560
5706,102,28800
5706,107,132000
5706,113,18000
5706,114,1560
5707,102,24000
5707,107,110000
5707,113,15000
5707,114,1300
5708,102,28800
5708,107,132000
5708,113,18000
5708,114,1560
5709,102,28800
5709,107,132000
5709,113,18000
5709,114,1560
5710,102,28800
5710,107,132000
5710,113,18000
5710,114,1560
5711,102,28800
5711,107,132000
5711,113,18000
5711,114,1560
5712,102,24000
5712,107,110000
5712,113,15000
5712,114,1300
5713,102,24000
5713,107,110000
5713,113,15000
5713,114,1300
5714,102,28800
5714,107,132000
5714,113,18000
5714,114,1560
5715,102,24000
5715,107,110000
5715,113,15000
5715,114,1300
5716,102,28800
5716,107,132000
5716,113,18000
5716,114,1560
5717,102,24000
5717,107,110000
5717,113,15000
5717,114,1300
5718,102,28800
5718,107,132000
5718,113,18000
5718,114,1560
5719,102,24000
5719,107,110000
5719,113,15000
5719,114,1300
5720,102,28800
5720,107,132000
5720,113,18000
5720,114,1560
5721,102,28800
5721,107,132000
5721,113,18000
5721,114,1560
5722,102,24000
5722,107,110000
5722,113,15000
5722,114,1300
5723,102,38400
5723,107,176000
5723,113,24000
5723,114,2080
5724,102,28800
5724,107,132000
5724,113,18000
5724,114,1560
5725,102,24000
5725,107,110000
5725,113,15000
5725,114,1300
5726,102,28800
5726,107,132000
5726,113,18000
5726,114,1560
5727,102,28800
5727,107,132000
5727,113,18000
5727,114,1560
5728,102,28800
5728,107,132000
5728,113,18000
5728,114,1560
5729,102,28800
5729,107,132000
5729,113,18000
5729,114,1560
5730,102,24000
5730,107,110000
5730,113,15000
5730,114,1300
5731,102,28800
5731,107,132000
5731,113,18000
5731,114,1560
5732,102,24000
5732,107,110000
5732,113,15000
5732,114,1300
5733,102,28800
5733,107,132000
5733,113,18000
5733,114,1560
5734,102,28800
5734,107,132000
5734,113,18000
5734,114,1560
5735,102,24000
5735,107,110000
5735,113,15000
5735,114,1300
5736,102,28800
5736,107,132000
5736,113,18000
5736,114,1560
5737,102,28800
5737,107,132000
5737,113,18000
5737,114,1560
5738,102,28800
5738,107,132000
5738,113,18000
5738,114,1560
5739,102,28800
5739,107,132000
5739,113,18000
5739,114,1560
5740,102,24000
5740,107,110000
5740,113,15000
5740,114,1300
5741,102,28800
5741,107,132000
5741,113,18000
5741,114,1560
5742,102,28800
5742,107,132000
5742,113,18000
5742,114,1560
5743,102,28800
5743,107,132000
5743,113,18000
5743,114,1560
5744,102,28800
5744,107,132000
5744,113,18000
5744,114,1560
5745,102,28800
5745,107,132000
5745,113,18000
5745,114,1560
5746,102,28800
5746,107,132000
5746,113,18000
5746,114,1560
5747,102,28800
5747,107,132000
5747,113,18000
5747,114,1560
5748,102,24000
5748,107,110000
5748,113,15000
5748,114,1300
5749,102,28800
5749,107,132000
5749,113,18000
5749,114,1560
5750,102,28800
5750,107,132000
5750,113,18000
5750,114,1560
5751,102,28800
5751,107,132000
5751,113,18000
5751,114,1560
5752,102,24000
5752,107,110000
5752,113,15000
5752,114,1300
5753,102,28800
5753,107,132000
5753,113,18000
5753,114,1560
5754,102,24000
5754,107,110000
5754,113,15000
5754,114,1300
5755,102,24000
5755,107,110000
5755,113,15000
5755,114,1300
5756,102,24000
5756,107,110000
5756,113,15000
5756,114,1300
5757,102,38400
5757,107,176000
5757,113,24000
5757,114,2080
5758,102,24000
5758,107,110000
5758,113,15000
5758,114,1300
5759,102,28800
5759,107,132000
5759,113,18000
5759,114,1560
5760,102,28800
5760,107,132000
5760,113,18000
5760,114,1560
5761,102,24000
5761,107,110000
5761,113,15000
5761,114,1300
5762,102,24000
5762,107,110000
5762,113,15000
5762,114,1300
5763,102,24000
5763,107,110000
5763,113,15000
5763,114,1300
5764,102,24000
5764,107,110000
5764,113,15000
5764,114,1300
5765,102,24000
5765,107,110000
5765,113,15000
5765,114,1300
5766,102,28800
5766,107,132000
5766,113,18000
5766,114,1560
5767,102,24000
5767,107,110000
5767,113,15000
5767,114,1300
5768,102,24000
5768,107,110000
5768,113,15000
5768,114,1300
5769,102,24000
5769,107,110000
5769,113,15000
5769,114,1300
5770,102,28800
5770,107,132000
5770,113,18000
5770,114,1560
5771,102,28800
5771,107,132000
5771,113,18000
5771,114,1560
5772,102,28800
5772,107,132000
5772,113,18000
5772,114,1560
5773,102,28800
5773,107,132000
5773,113,18000
5773,114,1560
5774,102,38400
5774,107,176000
5774,113,24000
5774,114,2080
5775,102,24000
5775,107,110000
5775,113,15000
5775,114,1300
5776,102,28800
5776,107,132000
5776,113,18000
5776,114,1560
5777,102,24000
5777,107,110000
5777,113,15000
5777,114,1300
5778,102,24000
5778,107,110000
5778,113,15000
5778,114,1300
5779,102,24000
5779,107,110000
5779,113,15000
5779,114,1300
5780,102,24000
5780,107,110000
5780,113,15000
5780,114,1300
5781,102,28800
5781,107,132000
5781,113,18000
5781,114,1560
5782,102,28800
5782,107,132000
5782,113,18000
5782,114,1560
5783,102,24000
5783,107,110000
5783,113,15000
5783,114,1300
5784,102,28800
5784,107,132000
5784,113,18000
5784,114,1560
5785,102,24000
5785,107,110000
5785,113,15000
5785,114,1300
5786,102,28800
5786,107,132000
5786,113,18000
5786,114,1560
5787,102,24000
5787,107,110000
5787,113,15000
5787,114,1300
5788,102,24000
5788,107,110000
5788,113,15000
5788,114,1300
5789,102,28800
5789,107,132000
5789,113,18000
5789,114,1560
5790,102,24000
5790,107,110000
5790,113,15000
5790,114,1300
5791,102,24000
5791,107,110000
5791,113,15000
5791,114,1300
5792,102,28800
5792,107,132000
5792,113,18000
5792,114,1560
5793,102,28800
5793,107,132000
5793,113,18000
5793,114,1560
5794,102,38400
5794,107,176000
5794,113,24000
5794,114,2080
5795,102,28800
5795,107,132000
5795,113,18000
5795,114,1560
5796,102,28800
5796,107,132000
5796,113,18000
5796,114,1560
5797,102,28800
5797,107,132000
5797,113,18000
5797,114,1560
5798,102,28800
5798,107,132000
5798,113,18000
5798,114,1560
5799,102,24000
5799,107,110000
5799,113,15000
5799,114,1300
5800,102,28800
5800,107,132000
5800,113,18000
5800,114,1560
5801,102,28800
5801,107,132000
5801,113,18000
5801,114,1560
5802,102,24000
5802,107,110000
5802,113,15000
5802,114,1300
5803,102,28800
5803,107,132000
5803,113,18000
5803,114,1560
5804,102,24000
5804,107,110000
5804,113,15000
5804,114,1300
5805,102,24000
5805,107,110000
5805,113,15000
5805,114,1300
5806,102,28800
5806,107,132000
5806,113,18000
5806,114,1560
5807,102,38400
5807,107,176000
5807,113,24000
5807,114,2080
5808,102,28800
5808,107,132000
5808,113,18000
5808,114,1560
5809,102,24000
5809,107,110000
5809,113,15000
5809,114,1300
5810,102,24000
5810,107,110000
5810,113,15000
5810,114,1300
5811,102,38400
5811,107,176000
5811,113,24000
5811,114,2080
5812,102,28800
5812,107,132000
5812,113,18000
5812,114,1560
5813,102,24000
5813,107,110000
5813,113,15000
5813,114,1300
5814,102,24000
5814,107,110000
5814,113,15000
5814,114,1300
5815,102,28800
5815,107,132000
5815,113,18000
5815,114,1560
5816,102,28800
5816,107,132000
5816,113,18000
5816,114,1560
5817,102,38400
5817,107,176000
5817,113,24000
5817,114,2080
5818,102,28800
5818,107,132000
5818,113,18000
5818,114,1560
5819,102,28800
5819,107,132000
5819,113,18000
5819,114,1560
5820,102,28800
5820,107,132000
5820,113,18000
5820,114,1560
5821,102,24000
5821,107,110000
5821,113,15000
5821,114,1300
5822,102,24000
5822,107,110000
5822,113,15000
5822,114,1300
5823,102,38400
5823,107,176000
5823,113,24000
5823,114,2080
5824,102,28800
5824,107,132000
5824,113,18000
5824,114,1560
5825,102,28800
5825,107,132000
5825,113,18000
5825,114,1560
5826,102,28800
5826,107,132000
5826,113,18000
5826,114,1560
5827,102,24000
5827,107,110000
5827,113,15000
5827,114,1300
5828,102,28800
5828,107,132000
5828,113,18000
5828,114,1560
5829,102,28800
5829,107,132000
5829,113,18000
5829,114,1560
5830,102,28800
5830,107,132000
5830,113,18000
5830,114,1560
5831,102,28800
5831,107,132000
5831,113,18000
5831,114,1560
5832,102,28800
5832,107,132000
5832,113,18000
5832,114,1560
5833,102,24000
5833,107,110000
5833,113,15000
5833,114,1300
5834,102,24000
5834,107,110000
5834,113,15000
5834,114,1300
5835,102,28800
5835,107,132000
5835,113,18000
5835,114,1560
5836,102,28800
5836,107,132000
5836,113,18000
5836,114,1560
5837,102,24000
5837,107,110000
5837,113,15000
5837,114,1300
5838,102,28800
5838,107,132000
5838,113,18000
5838,114,1560
5839,102,28800
5839,107,132000
5839,113,18000
5839,114,1560
5840,102,28800
5840,107,132000
5840,113,18000
5840,114,1560
5841,102,24000
5841,107,110000
5841,113,15000
5841,114,1300
5842,102,28800
5842,107,132000
5842,113,18000
5842,114,1560
5843,102,28800
5843,107,132000
5843,113,18000
5843,114,1560
5844,102,24000
5844,107,110000
5844,113,15000
5844,114,1300
5845,102,24000
5845,107,110000
5845,113,15000
5845,114,1300
5846,102,28800
5846,107,132000
5846,113,18000
5846,114,1560
5847,102,28800
5847,107,132000
5847,113,18000
5847,114,1560
5848,102,24000
5848,107,110000
5848,113,15000
5848,114,1300
5849,102,28800
5849,107,132000
5849,113,18000
5849,114,1560
5850,102,24000
5850,107,110000
5850,113,15000
5850,114,1300
5851,102,24000
5851,107,110000
5851,113,15000
5851,114,1300
5852,102,24000
5852,107,110000
5852,113,15000
5852,114,1300
5853,102,24000
5853,107,110000
5853,113,15000
5853,114,1300
5854,102,28800
5854,107,132000
5854,113,18000
5854,114,1560
5855,102,28800
5855,107,132000
5855,113,18000
5855,114,1560
5856,102,28800
5856,107,132000
5856,113,18000
5856,114,1560
5857,102,28800
5857,107,132000
5857,113,18000
5857,114,1560
5858,102,28800
5858,107,132000
5858,113,18000
5858,114,1560
5859,102,28800
5859,107,132000
5859,113,18000
5859,114,1560
5860,102,38400
5860,107,176000
5860,113,24000
5860,114,2080
5861,102,28800
5861,107,132000
5861,113,18000
5861,114,1560
5862,102,28800
5862,107,132000
5862,113,18000
5862,114,1560
5863,102,28800
5863,107,132000
5863,113,18000
5863,114,1560
5864,102,28800
5864,107,132000
5864,113,18000
5864,114,1560
5865,102,28800
5865,107,132000
5865,113,18000
5865,114,1560
5866,102,28800
5866,107,132000
5866,113,18000
5866,114,1560
5867,102,28800
5867,107,132000
5867,113,18000
5867,114,1560
5868,102,24000
5868,107,110000
5868,113,15000
5868,114,1300
5869,102,24000
5869,107,110000
5869,113,15000
5869,114,1300
5870,102,28800
5870,107,132000
5870,113,18000
5870,114,1560
5871,102,24000
5871,107,110000
5871,113,15000
5871,114,1300
5872,102,38400
5872,107,176000
5872,113,24000
5872,114,2080
5873,102,28800
5873,107,132000
5873,113,18000
5873,114,1560
5874,102,24000
5874,107,110000
5874,113,15000
5874,114,1300
5875,102,24000
5875,107,110000
5875,113,15000
5875,114,1300
5876,102,28800
5876,107,132000
5876,113,18000
5876,114,1560
5877,102,28800
5877,107,132000
5877,113,18000
5877,114,1560
5878,102,28800
5878,107,132000
5878,113,18000
5878,114,1560
5879,102,28800
5879,107,132000
5879,113,18000
5879,114,1560
5880,102,28800
5880,107,132000
5880,113,18000
5880,114,1560
5881,102,24000
5881,107,110000
5881,113,15000
5881,114,1300
5882,102,24000
5882,107,110000
5882,113,15000
5882,114,1300
5883,102,28800
5883,107,132000
5883,113,18000
5883,114,1560
5884,102,28800
5884,107,132000
5884,113,18000
5884,114,1560
5885,102,24000
5885,107,110000
5885,113,15000
5885,114,1300
5886,102,24000
5886,107,110000
5886,113,15000
5886,114,1300
5887,102,24000
5887,107,110000
5887,113,15000
5887,114,1300
5888,102,28800
5888,107,132000
5888,113,18000
5888,114,1560
5889,102,28800
5889,107,132000
5889,113,18000
5889,114,1560
5890,102,28800
5890,107,132000
5890,113,18000
5890,114,1560
5891,102,24000
5891,107,110000
5891,113,15000
5891,114,1300
5892,102,28800
5892,107,132000
5892,113,18000
5892,114,1560
5893,102,28800
5893,107,132000
5893,113,18000
5893,114,1560
5894,102,28800
5894,107,132000
5894,113,18000
5894,114,1560
5895,102,28800
5895,107,132000
5895,113,18000
5895,114,1560
5896,102,24000
5896,107,110000
5896,113,15000
5896,114,1300
5897,102,24000
5897,107,110000
5897,113,15000
5897,114,1300
5898,102,28800
5898,107,132000
5898,113,18000
5898,114,1560
5899,102,28800
5899,107,132000
5899,113,18000
5899,114,1560
5900,102,28800
5900,107,132000
5900,113,18000
5900,114,1560
5901,102,28800
5901,107,132000
5901,113,18000
5901,114,1560
5902,102,28800
5902,107,132000
5902,113,18000
5902,114,1560
5903,102,28800
5903,107,132000
5903,113,18000
5903,114,1560
5904,102,24000
5904,107,110000
5904,113,15000
5904,114,1300
5905,102,24000
5905,107,110000
5905,113,15000
5905,114,1300
5906,102,28800
5906,107,132000
5906,113,18000
5906,114,1560
5907,102,28800
5907,107,132000
5907,113,18000
5907,114,1560
5908,102,24000
5908,107,110000
5908,113,15000
5908,114,1300
5909,102,24000
5909,107,110000
5909,113,15000
5909,114,1300
5910,102,28800
5910,107,132000
5910,113,18000
5910,114,1560
5911,102,24000
5911,107,110000
5911,113,15000
5911,114,1300
5912,102,24000
5912,107,110000
5912,113,15000
5912,114,1300
5913,102,24000
5913,107,110000
5913,113,15000
5913,114,1300
5914,102,24000
5914,107,110000
5914,113,15000
5914,114,1300
5915,102,28800
5915,107,132000
5915,113,18000
5915,114,1560
5916,102,24000
5916,107,110000
5916,113,15000
5916,114,1300
5917,102,28800
5917,107,132000
5917,113,18000
5917,114,1560
5918,102,24000
5918,107,110000
5918,113,15000
5918,114,1300
5919,102,28800
5919,107,132000
5919,113,18000
5919,114,1560
5920,102,24000
5920,107,110000
5920,113,15000
5920,114,1300
5921,102,38400
5921,107,176000
5921,113,24000
5921,114,2080
5922,102,28800
5922,107,132000
5922,113,18000
5922,114,1560
5923,102,24000
5923,107,110000
5923,113,15000
5923,114,1300
5924,102,24000
5924,107,110000
5924,113,15000
5924,114,1300
5925,102,28800
5925,107,132000
5925,113,18000
5925,114,1560
5926,102,28800
5926,107,132000
5926,113,18000
5926,114,1560
5927,102,28800
5927,107,132000
5927,113,18000
5927,114,1560
5928,102,28800
5928,107,132000
5928,113,18000
5928,114,1560
5929,102,28800
5929,107,132000
5929,113,18000
5929,114,1560
5930,102,24000
5930,107,110000
5930,113,15000
5930,114,1300
5931,102,24000
5931,107,110000
5931,113,15000
5931,114,1300
5932,102,24000
5932,107,110000
5932,113,15000
5932,114,1300
5933,102,24000
5933,107,110000
5933,113,15000
5933,114,1300
5934,102,24000
5934,107,110000
5934,113,15000
5934,114,1300
5935,102,24000
5935,107,110000
5935,113,15000
5935,114,1300
5936,102,28800
5936,107,132000
5936,113,18000
5936,114,1560
5937,102,24000
5937,107,110000
5937,113,15000
5937,114,1300
5938,102,38400
5938,107,176000
5938,113,24000
5938,114,2080
5939,102,24000
5939,107,110000
5939,113,15000
5939,114,1300
5940,102,28800
5940,107,132000
5940,113,18000
5940,114,1560
5941,102,28800
5941,107,132000
5941,113,18000
5941,114,1560
5942,102,24000
5942,107,110000
5942,113,15000
5942,114,1300
5943,102,24000
5943,107,110000
5943,113,15000
5943,114,1300
5944,102,24000
5944,107,110000
5944,113,15000
5944,114,1300
5945,102,24000
5945,107,110000
5945,113,15000
5945,114,1300
5946,102,28800
5946,107,132000
5946,113,18000
5946,114,1560
5947,102,28800
5947,107,132000
5947,113,18000
5947,114,1560
5948,102,28800
5948,107,132000
5948,113,18000
5948,114,1560
5949,102,28800
5949,107,132000
5949,113,18000
5949,114,1560
5950,102,28800
5950,107,132000
5950,113,18000
5950,114,1560
5951,102,24000
5951,107,110000
5951,113,15000
5951,114,1300
5952,102,24000
5952,107,110000
5952,113,15000
5952,114,1300
5953,102,28800
5953,107,132000
5953,113,18000
5953,114,1560
5954,102,24000
5954,107,110000
5954,113,15000
5954,114,1300
5955,102,28800
5955,107,132000
5955,113,18000
5955,114,1560
5956,102,28800
5956,107,132000
5956,113,18000
5956,114,1560
5957,102,28800
5957,107,132000
5957,113,18000
5957,114,1560
5958,102,24000
5958,107,110000
5958,113,15000
5958,114,1300
5959,102,38400
5959,107,176000
5959,113,24000
5959,114,2080
5960,102,24000
5960,107,110000
5960,113,15000
5960,114,1300
5961,102,24000
5961,107,110000
5961,113,15000
5961,114,1300
5962,102,28800
5962,107,132000
5962,113,18000
5962,114,1560
5963,102,24000
5963,107,110000
5963,113,15000
5963,114,1300
5964,102,28800
5964,107,132000
5964,113,18000
5964,114,1560
5965,102,28800
5965,107,132000
5965,113,18000
5965,114,1560
5966,102,28800
5966,107,132000
5966,113,18000
5966,114,1560
5967,102,24000
5967,107,110000
5967,113,15000
5967,114,1300
5968,102,28800
5968,107,132000
5968,113,18000
5968,114,1560
5969,102,24000
5969,107,110000
5969,113,15000
5969,114,1300
5970,102,28800
5970,107,132000
5970,113,18000
5970,114,1560
5971,102,24000
5971,107,110000
5971,113,15000
5971,114,1300
5972,102,24000
5972,107,110000
5972,113,15000
5972,114,1300
5973,102,28800
5973,107,132000
5973,113,18000
5973,114,1560
5974,102,24000
5974,107,110000
5974,113,15000
5974,114,1300
5975,102,28800
5975,107,132000
5975,113,18000
5975,114,1560
5976,102,28800
5976,107,132000
5976,113,18000
5976,114,1560
5977,102,38400
5977,107,176000
5977,113,24000
5977,114,2080
5978,102,38400
5978,107,176000
5978,113,24000
5978,114,2080
5979,102,38400
5979,107,176000
5979,113,24000
5979,114,2080
5980,102,24000
5980,107,110000
5980,113,15000
5980,114,1300
5981,102,28800
5981,107,132000
5981,113,18000
5981,114,1560
5982,102,28800
5982,107,132000
5982,113,18000
5982,114,1560
5983,102,28800
5983,107,132000
5983,113,18000
5983,114,1560
5984,102,28800
5984,107,132000
5984,113,18000
5984,114,1560
5985,102,28800
5985,107,132000
5985,113,18000
5985,114,1560
5986,102,24000
5986,107,110000
5986,113,15000
5986,114,1300
5987,102,28800
5987,107,132000
5987,113,18000
5987,114,1560
5988,102,24000
5988,107,110000
5988,113,15000
5988,114,1300
5989,102,28800
5989,107,132000
5989,113,18000
5989,114,1560
5990,102,24000
5990,107,110000
5990,113,15000
5990,114,1300
5991,102,24000
5991,107,110000
5991,113,15000
5991,114,1300
5992,102,24000
5992,107,110000
5992,113,15000
5992,114,1300
5993,102,24000
5993,107,110000
5993,113,15000
5993,114,1300
5994,102,28800
5994,107,132000
5994,113,18000
5994,114,1560
5995,102,28800
5995,107,132000
5995,113,18000
5995,114,1560
5996,102,28800
5996,107,132000
5996,113,18000
5996,114,1560
5997,102,28800
5997,107,132000
5997,113,18000
5997,114,1560
5998,102,28800
5998,107,132000
5998,113,18000
5998,114,1560
5999,102,28800
5999,107,132000
5999,113,18000
5999,114,1560
6000,102,28800
6000,107,132000
6000,113,18000
6000,114,1560
6001,102,24000
6001,107,110000
6001,113,15000
6001,114,1300
6002,102,38400
6002,107,176000
6002,113,24000
6002,114,2080
6003,102,24000
6003,107,110000
6003,113,15000
6003,114,1300
6004,102,24000
6004,107,110000
6004,113,15000
6004,114,1300
6005,102,24000
6005,107,110000
6005,113,15000
6005,114,1300
6006,102,28800
6006,107,132000
6006,113,18000
6006,114,1560
6007,102,28800
6007,107,132000
6007,113,18000
6007,114,1560
6008,102,24000
6008,107,110000
6008,113,15000
6008,114,1300
6009,102,28800
6009,107,132000
6009,113,18000
6009,114,1560
6010,102,28800
6010,107,132000
6010,113,18000
6010,114,1560
6011,102,24000
6011,107,110000
6011,113,15000
6011,114,1300
6012,102,28800
6012,107,132000
6012,113,18000
6012,114,1560
6013,102,28800
6013,107,132000
6013,113,18000
6013,114,1560
6014,102,28800
6014,107,132000
6014,113,18000
6014,114,1560
6015,102,24000
6015,107,110000
6015,113,15000
6015,114,1300
6016,102,24000
6016,107,110000
6016,113,15000
6016,114,1300
6017,102,28800
6017,107,132000
6017,113,18000
6017,114,1560
6018,102,24000
6018,107,110000
6018,113,15000
6018,114,1300
6019,102,28800
6019,107,132000
6019,113,18000
6019,114,1560
6020,102,28800
6020,107,132000
6020,113,18000
6020,114,1560
6021,102,24000
6021,107,110000
6021,113,15000
6021,114,1300
6022,102,24000
6022,107,110000
6022,113,15000
6022,114,1300
6023,102,28800
6023,107,132000
6023,113,18000
6023,114,1560
6024,102,28800
6024,107,132000
6024,113,18000
6024,114,1560
6025,102,24000
6025,107,110000
6025,113,15000
6025,114,1300
6026,102,28800
6026,107,132000
6026,113,18000
6026,114,1560
6027,102,24000
6027,107,110000
6027,113,15000
6027,114,1300
6028,102,28800
6028,107,132000
6028,113,18000
6028,114,1560
6029,102,28800
6029,107,132000
6029,113,18000
6029,114,1560
6030,102,28800
6030,107,132000
6030,113,18000
6030,114,1560
6031,102,24000
6031,107,110000
6031,113,15000
6031,114,1300
6032,102,28800
6032,107,132000
6032,113,18000
6032,114,1560
6033,102,28800
6033,107,132000
6033,113,18000
6033,114,1560
6034,102,28800
6034,107,132000
6034,113,18000
6034,114,1560
6035,102,24000
6035,107,110000
6035,113,15000
6035,114,1300
6036,102,24000
6036,107,110000
6036,113,15000
6036,114,1300
6037,102,24000
6037,107,110000
6037,113,15000
6037,114,1300
6038,102,24000
6038,107,110000
6038,113,15000
6038,114,1300
6039,102,24000
6039,107,110000
6039,113,15000
6039,114,1300
6040,102,24000
6040,107,110000
6040,113,15000
6040,114,1300
6041,102,28800
6041,107,132000
6041,113,18000
6041,114,1560
6042,102,24000
6042,107,110000
6042,113,15000
6042,114,1300
6043,102,28800
6043,107,132000
6043,113,18000
6043,114,1560
6044,102,28800
6044,107,132000
6044,113,18000
6044,114,1560
6045,102,24000
6045,107,110000
6045,113,15000
6045,114,1300
6046,102,28800
6046,107,132000
6046,113,18000
6046,114,1560
6047,102,28800
6047,107,132000
6047,113,18000
6047,114,1560
6048,102,24000
6048,107,110000
6048,113,15000
6048,114,1300
6049,102,24000
6049,107,110000
6049,113,15000
6049,114,1300
6050,102,24000
6050,107,110000
6050,113,15000
6050,114,1300
6051,102,28800
6051,107,132000
6051,113,18000
6051,114,1560
6052,102,24000
6052,107,110000
6052,113,15000
6052,114,1300
6053,102,24000
6053,107,110000
6053,113,15000
6053,114,1300
6054,102,28800
6054,107,132000
6054,113,18000
6054,114,1560
6055,102,24000
6055,107,110000
6055,113,15000
6055,114,1300
6056,102,28800
6056,107,132000
6056,113,18000
6056,114,1560
6057,102,28800
6057,107,132000
6057,113,18000
6057,114,1560
6058,102,24000
6058,107,110000
6058,113,15000
6058,114,1300
6059,102,24000
6059,107,110000
6059,113,15000
6059,114,1300
6060,102,28800
6060,107,132000
6060,113,18000
6060,114,1560
6061,102,24000
6061,107,110000
6061,113,15000
6061,114,1300
6062,102,28800
6062,107,132000
6062,113,18000
6062,114,1560
6063,102,28800
6063,107,132000
6063,113,18000
6063,114,1560
6064,102,24000
6064,107,110000
6064,113,15000
6064,114,1300
6065,102,24000
6065,107,110000
6065,113,15000
6065,114,1300
6066,102,28800
6066,107,132000
6066,113,18000
6066,114,1560
6067,102,28800
6067,107,132000
6067,113,18000
6067,114,1560
6068,102,24000
6068,107,110000
6068,113,15000
6068,114,1300
6069,102,24000
6069,107,110000
6069,113,15000
6069,114,1300
6070,102,24000
6070,107,110000
6070,113,15000
6070,114,1300
6071,102,24000
6071,107,110000
6071,113,15000
6071,114,1300
6072,102,28800
6072,107,132000
6072,113,18000
6072,114,1560
6073,102,24000
6073,107,110000
6073,113,15000
6073,114,1300
6074,102,24000
6074,107,110000
6074,113,15000
6074,114,1300
6075,102,28800
6075,107,132000
6075,113,18000
6075,114,1560
6076,102,28800
6076,107,132000
6076,113,18000
6076,114,1560
6077,102,28800
6077,107,132000
6077,113,18000
6077,114,1560
6078,102,28800
6078,107,132000
6078,113,18000
